product_id,product_name,product_price,product_type,user_type,product_word
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,花花公子
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,男装
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,春季
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,新款
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,纯棉
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,长袖
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,中青年
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,休闲
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,大码
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,时尚
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,百搭全
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,棉上
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,衣服
65685861213,花花公子POLO衫男装春季新款纯棉长袖男中青年休闲大码时尚百搭全棉上衣服 绿色 175/XL,149.0,时尚服装,时尚达人,绿色
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,罗蒙
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,夹克
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,外套
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,男士
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,中年
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,秋冬季
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,新款
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,纯色
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,商务
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,翻领
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,茄克衫
10037325445964,罗蒙夹克男外套男士中年秋冬季款新款纯色商务翻领茄克衫外衣春秋户外休闲时尚男装服饰 QCC-2123灰色 XL（推荐125斤-140斤）,139.0,时尚服装,时尚达人,外衣
