product_id,product_name,product_price,product_type,user_type
10060577940203,鳄鱼恤CROCODILE 秋冬新品 男士商务休闲简约时尚夹克衫外套 男装上衣服装 顺丰发货 050中啡色 XL,339.0,时尚服装,时尚达人
10058962388828,NASAGOOD旗舰店官网联名潮牌外套男春秋季潮流休闲夹克男士工装运动棒球服青少年加绒上衣服秋装男冬 NA11白色（常规款） XL（建议125-145斤）,138.0,时尚服装,时尚达人
10060730901789,木皓 双面穿棉衣男2022冬季新款时尚潮流男女情侣棉服宽松百搭休闲棉袄立领加绒加厚面包服款秋冬外套男 浅蓝色 L（135-155斤）,138.0,时尚服装,时尚达人
10062089962824,卡帝乐鳄鱼 半高领毛衣男冬季潮流韩版宽松休闲男装毛衫秋冬装加绒加厚款保暖线衣冬天针织衫衣服 白色 XL,89.0,时尚服装,时尚达人
10058384218794,雾卡【纯棉3件装】长袖t恤男士新款纯色棉潮流春秋装秋衣T恤体恤内搭上衣服 【3件装】PK铁灰+EXP卡其+炫彩黑 XL码 135斤-150斤,79.0,时尚服装,时尚达人
71550024166,遥渠（YAO QU 夹克男春秋季新款日系潮流休闲上衣服宽松青年工装秋冬外套男潮牌衣服 LGL1992黑色 XL,108.0,时尚服装,时尚达人
10057906962767,嘉晔 外套男春秋季潮牌美式复古男生夹克宽松潮流情侣男女高街上衣服 棕色 XL,68.0,时尚服装,时尚达人
10062483582804,恋的秋冬季女生羊羔毛外套女秋冬款学生加绒加厚高中生初中生棉服棉衣冬天衣服韩版宽松少女孩棉袄羊羔绒外套 潮流蓝色 均码,126.0,时尚服装,时尚达人
100042668513,I'M DAVID 冲锋衣外套男秋冬季潮流工装户外加绒加厚夹克春秋休闲运动潮牌宽松上衣服 ALG1992 加绒黑色 XL,158.0,时尚服装,时尚达人
10059745318651,罗蒙夹克男士外套冲锋衣秋冬季新款男士纯色中青年连帽加绒加厚茄克衫商务时尚休闲男装上衣服 HXTX-2230黑色 2XL【推荐131-145斤】,99.0,时尚服装,时尚达人
10057292500915,花花公子长袖t恤男士春秋季新款宽松圆领内搭体恤男装卫衣加绒秋冬外套百搭潮流青少年休闲打底衫上衣服潮牌 2008灰色+21116草绿 XL,158.0,时尚服装,时尚达人
10059040565815,酷定律 一体绒外套男秋冬季潮流男士加绒外套韩版休闲连帽针织夹克时尚休闲褂子男士针织外套男装上衣服 8903浅灰色 XL（130-145斤）,148.0,时尚服装,时尚达人
